DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter258,Butorphanol,DDInter1891,Tucatinib,Major
DDInter258,Butorphanol,DDInter1949,Voxelotor,Major
DDInter259,Cabazitaxel,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter259,Cabazitaxel,DDInter160,Bacillus calmette-guerin substrain tice live antigen,Major
DDInter259,Cabazitaxel,DDInter193,Berotralstat,Moderate
DDInter259,Cabazitaxel,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter259,Cabazitaxel,DDInter282,Candida albicans,Moderate
DDInter259,Cabazitaxel,DDInter287,Capmatinib,Moderate
DDInter338,Cenobamate,DDInter259,Cabazitaxel,Moderate
DDInter259,Cabazitaxel,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter259,Cabazitaxel,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter259,Cabazitaxel,DDInter428,Coccidioides immitis spherule,Moderate
DDInter259,Cabazitaxel,DDInter574,Diroximel fumarate,Moderate
DDInter259,Cabazitaxel,DDInter612,Duvelisib,Moderate
DDInter259,Cabazitaxel,DDInter614,Echinacea,Moderate
DDInter259,Cabazitaxel,DDInter642,Enfortumab vedotin,Moderate
DDInter259,Cabazitaxel,DDInter661,Erdafitinib,Moderate
DDInter259,Cabazitaxel,DDInter858,Hepatitis A Vaccine,Moderate
DDInter259,Cabazitaxel,DDInter860,Hepatitis B Vaccine (Recombinant),Moderate
DDInter259,Cabazitaxel,DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,Moderate
DDInter259,Cabazitaxel,DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
DDInter259,Cabazitaxel,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter980,Isavuconazonium,DDInter259,Cabazitaxel,Moderate
DDInter259,Cabazitaxel,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter259,Cabazitaxel,DDInter1027,Lasmiditan,Moderate
DDInter1087,Lonafarnib,DDInter259,Cabazitaxel,Moderate
DDInter1109,Lyme disease vaccine (recombinant OspA),DDInter259,Cabazitaxel,Moderate
DDInter259,Cabazitaxel,DDInter1127,Measles virus vaccine live attenuated,Major
DDInter259,Cabazitaxel,DDInter1147,Meningococcal polysaccharide vaccine group C,Moderate
DDInter259,Cabazitaxel,DDInter1240,Monomethyl fumarate,Moderate
DDInter259,Cabazitaxel,DDInter1248,Mumps virus strain B level jeryl lynn live antigen,Major
DDInter259,Cabazitaxel,DDInter1270,Naxitamab,Moderate
DDInter259,Cabazitaxel,DDInter1435,Pexidartinib,Moderate
DDInter259,Cabazitaxel,DDInter1485,Polatuzumab vedotin,Moderate
DDInter259,Cabazitaxel,DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),Moderate
DDInter259,Cabazitaxel,DDInter1561,Radium Ra 223 dichloride,Moderate
DDInter259,Cabazitaxel,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter259,Cabazitaxel,DDInter1658,Selpercatinib,Moderate
DDInter259,Cabazitaxel,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter259,Cabazitaxel,DDInter1692,"Sodium phosphate, monobasic (p32)",Moderate
DDInter259,Cabazitaxel,DDInter1698,Somapacitan,Moderate
DDInter259,Cabazitaxel,DDInter1750,Tazemetostat,Moderate
DDInter259,Cabazitaxel,DDInter1760,Telotristat ethyl,Moderate
DDInter259,Cabazitaxel,DDInter1862,Trichophyton mentagrophytes,Moderate
DDInter259,Cabazitaxel,DDInter1889,Tuberculin purified protein derivative,Moderate
DDInter259,Cabazitaxel,DDInter1891,Tucatinib,Moderate
DDInter259,Cabazitaxel,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter259,Cabazitaxel,DDInter1894,Typhoid vaccine (live),Major
DDInter259,Cabazitaxel,DDInter1920,Varicella Zoster Vaccine (Recombinant),Major
DDInter1943,Vitamin E,DDInter259,Cabazitaxel,Moderate
DDInter259,Cabazitaxel,DDInter1949,Voxelotor,Moderate
DDInter260,Cabergoline,DDInter1006,Kava,Moderate
DDInter260,Cabergoline,DDInter1027,Lasmiditan,Moderate
DDInter260,Cabergoline,DDInter1045,Levamlodipine,Moderate
DDInter260,Cabergoline,DDInter1102,Lumateperone,Moderate
DDInter98,Anisindione,DDInter262,Cabozantinib,Major
DDInter115,Ardeparin,DDInter262,Cabozantinib,Major
DDInter262,Cabozantinib,DDInter193,Berotralstat,Major
DDInter262,Cabozantinib,DDInter787,Frangula purshiana bark,Moderate
DDInter338,Cenobamate,DDInter262,Cabozantinib,Moderate
DDInter262,Cabozantinib,DDInter512,Deutetrabenazine,Major
DDInter262,Cabozantinib,DDInter612,Duvelisib,Moderate
DDInter262,Cabozantinib,DDInter614,Echinacea,Moderate
DDInter980,Isavuconazonium,DDInter262,Cabozantinib,Moderate
DDInter982,Isoetharine,DDInter262,Cabozantinib,Moderate
DDInter262,Cabozantinib,DDInter1034,Lemborexant,Moderate
DDInter262,Cabozantinib,DDInter1063,Levosalbutamol,Moderate
DDInter262,Cabozantinib,DDInter1059,Levomilnacipran,Moderate
DDInter262,Cabozantinib,DDInter1081,Lithium carbonate,Major
DDInter1087,Lonafarnib,DDInter262,Cabozantinib,Major
DDInter262,Cabozantinib,DDInter1329,Oliceridine,Major
DDInter1429,Perflutren,DDInter262,Cabozantinib,Major
DDInter262,Cabozantinib,DDInter1435,Pexidartinib,Moderate
DDInter262,Cabozantinib,DDInter1577,Relugolix,Major
DDInter262,Cabozantinib,DDInter1601,Ripretinib,Moderate
DDInter262,Cabozantinib,DDInter1658,Selpercatinib,Major
DDInter262,Cabozantinib,DDInter1698,Somapacitan,Moderate
DDInter262,Cabozantinib,DDInter1750,Tazemetostat,Moderate
DDInter262,Cabozantinib,DDInter1760,Telotristat ethyl,Moderate
DDInter262,Cabozantinib,DDInter1891,Tucatinib,Major
DDInter1921,Vasopressin,DDInter262,Cabozantinib,Major
DDInter262,Cabozantinib,DDInter1949,Voxelotor,Moderate
DDInter262,Cabozantinib,DDInter1959,Zanubrutinib,Major
DDInter16,Acetohexamide,DDInter264,Calaspargase pegol,Moderate
DDInter98,Anisindione,DDInter264,Calaspargase pegol,Moderate
DDInter115,Ardeparin,DDInter264,Calaspargase pegol,Moderate
DDInter170,Bedaquiline,DDInter264,Calaspargase pegol,Moderate
DDInter174,Belinostat,DDInter264,Calaspargase pegol,Moderate
DDInter241,Bromfenac,DDInter264,Calaspargase pegol,Moderate
DDInter280,Canagliflozin,DDInter264,Calaspargase pegol,Moderate
DDInter283,Cangrelor,DDInter264,Calaspargase pegol,Moderate
DDInter284,Cannabidiol,DDInter264,Calaspargase pegol,Moderate
DDInter286,Caplacizumab,DDInter264,Calaspargase pegol,Moderate
DDInter287,Capmatinib,DDInter264,Calaspargase pegol,Moderate
DDInter292,Captopril,DDInter264,Calaspargase pegol,Moderate
DDInter293,Carbamazepine,DDInter264,Calaspargase pegol,Moderate
DDInter299,Carfilzomib,DDInter264,Calaspargase pegol,Moderate
DDInter302,Carmustine,DDInter264,Calaspargase pegol,Moderate
DDInter306,Caspofungin,DDInter264,Calaspargase pegol,Moderate
DDInter340,Ceritinib,DDInter264,Calaspargase pegol,Moderate
DDInter341,Cerivastatin,DDInter264,Calaspargase pegol,Moderate
DDInter348,Chenodeoxycholic acid,DDInter264,Calaspargase pegol,Moderate
DDInter364,Chlorpropamide,DDInter264,Calaspargase pegol,Moderate
DDInter366,Chlorzoxazone,DDInter264,Calaspargase pegol,Moderate
DDInter379,Cilostazol,DDInter264,Calaspargase pegol,Moderate
DDInter393,Clarithromycin,DDInter264,Calaspargase pegol,Moderate
DDInter405,Clofarabine,DDInter264,Calaspargase pegol,Moderate
DDInter413,Clopidogrel,DDInter264,Calaspargase pegol,Moderate
DDInter416,Clotrimazole,DDInter264,Calaspargase pegol,Moderate
DDInter448,Crizotinib,DDInter264,Calaspargase pegol,Moderate
DDInter458,Cyclosporine,DDInter264,Calaspargase pegol,Moderate
DDInter460,Cytarabine,DDInter264,Calaspargase pegol,Moderate
DDInter463,Dacarbazine,DDInter264,Calaspargase pegol,Moderate
DDInter470,Dalteparin,DDInter264,Calaspargase pegol,Moderate
DDInter471,Danaparoid,DDInter264,Calaspargase pegol,Moderate
DDInter472,Danazol,DDInter264,Calaspargase pegol,Moderate
DDInter473,Dantrolene,DDInter264,Calaspargase pegol,Moderate
DDInter474,Dapagliflozin,DDInter264,Calaspargase pegol,Moderate
DDInter482,Darunavir,DDInter264,Calaspargase pegol,Moderate
DDInter488,Deferasirox,DDInter264,Calaspargase pegol,Moderate
DDInter492,Deflazacort,DDInter264,Calaspargase pegol,Moderate
DDInter264,Calaspargase pegol,DDInter1507,Prasterone enantate,Moderate
DDInter498,Demeclocycline,DDInter264,Calaspargase pegol,Moderate
DDInter537,Diclofenac,DDInter264,Calaspargase pegol,Moderate
DDInter542,Dicoumarol,DDInter264,Calaspargase pegol,Moderate
DDInter544,Didanosine,DDInter264,Calaspargase pegol,Moderate
DDInter551,Diflunisal,DDInter264,Calaspargase pegol,Moderate
DDInter564,Dimethyl fumarate,DDInter264,Calaspargase pegol,Moderate
DDInter264,Calaspargase pegol,DDInter574,Diroximel fumarate,Moderate
DDInter576,Disulfiram,DDInter264,Calaspargase pegol,Moderate
DDInter1913,Valproic acid,DDInter264,Calaspargase pegol,Moderate
DDInter602,Dronedarone,DDInter264,Calaspargase pegol,Moderate
DDInter604,Drospirenone,DDInter264,Calaspargase pegol,Moderate
DDInter607,Dulaglutide,DDInter264,Calaspargase pegol,Moderate
DDInter608,Duloxetine,DDInter264,Calaspargase pegol,Moderate
DDInter621,Edoxaban,DDInter264,Calaspargase pegol,Moderate
DDInter624,Efavirenz,DDInter264,Calaspargase pegol,Moderate
DDInter631,Eltrombopag,DDInter264,Calaspargase pegol,Moderate
DDInter636,Empagliflozin,DDInter264,Calaspargase pegol,Moderate
DDInter637,Emtricitabine,DDInter264,Calaspargase pegol,Moderate
DDInter638,Enalapril,DDInter264,Calaspargase pegol,Moderate
DDInter645,Enoxaparin,DDInter264,Calaspargase pegol,Moderate
DDInter648,Entrectinib,DDInter264,Calaspargase pegol,Moderate
DDInter655,Epirubicin,DDInter264,Calaspargase pegol,Moderate
DDInter667,Erlotinib,DDInter264,Calaspargase pegol,Moderate
DDInter669,Ertugliflozin,DDInter264,Calaspargase pegol,Moderate
DDInter670,Erythromycin,DDInter264,Calaspargase pegol,Moderate
DDInter689,Ethambutol,DDInter264,Calaspargase pegol,Moderate
DDInter694,Ethionamide,DDInter264,Calaspargase pegol,Moderate
DDInter696,Ethotoin,DDInter264,Calaspargase pegol,Moderate
DDInter699,Etodolac,DDInter264,Calaspargase pegol,Moderate
DDInter706,Exenatide,DDInter264,Calaspargase pegol,Moderate
DDInter713,Febuxostat,DDInter264,Calaspargase pegol,Moderate
DDInter715,Felbamate,DDInter264,Calaspargase pegol,Moderate
DDInter719,Fenofibric acid,DDInter264,Calaspargase pegol,Moderate
DDInter721,Fenoprofen,DDInter264,Calaspargase pegol,Moderate
DDInter743,Fluconazole,DDInter264,Calaspargase pegol,Moderate
DDInter759,Fluoxymesterone,DDInter264,Calaspargase pegol,Moderate
DDInter763,Flurbiprofen,DDInter264,Calaspargase pegol,Moderate
DDInter765,Flutamide,DDInter264,Calaspargase pegol,Moderate
DDInter769,Fluvastatin,DDInter264,Calaspargase pegol,Moderate
DDInter264,Calaspargase pegol,DDInter821,Givosiran,Moderate
DDInter825,Glimepiride,DDInter264,Calaspargase pegol,Moderate
DDInter826,Glipizide,DDInter264,Calaspargase pegol,Moderate
DDInter831,Glyburide,DDInter264,Calaspargase pegol,Moderate
DDInter856,Heparin,DDInter264,Calaspargase pegol,Moderate
DDInter857,Heparin (flush),DDInter264,Calaspargase pegol,Moderate
DDInter905,Idelalisib,DDInter264,Calaspargase pegol,Moderate
DDInter909,Imatinib,DDInter264,Calaspargase pegol,Moderate
DDInter921,Indomethacin,DDInter264,Calaspargase pegol,Moderate
DDInter923,Infliximab,DDInter264,Calaspargase pegol,Moderate
DDInter934,Insulin human,DDInter264,Calaspargase pegol,Moderate
DDInter929,Insulin aspart (aspart),DDInter264,Calaspargase pegol,Moderate
DDInter928,Insulin aspart (aspart protamine),DDInter264,Calaspargase pegol,Moderate
DDInter930,Insulin degludec,DDInter264,Calaspargase pegol,Moderate
DDInter931,Insulin detemir,DDInter264,Calaspargase pegol,Moderate
DDInter932,Insulin glargine,DDInter264,Calaspargase pegol,Moderate
DDInter933,Insulin glulisine,DDInter264,Calaspargase pegol,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter264,Calaspargase pegol,Moderate
DDInter936,Insulin human (isophane),DDInter264,Calaspargase pegol,Moderate
DDInter940,Insulin lispro,DDInter264,Calaspargase pegol,Moderate
DDInter941,Insulin lispro (protamine),DDInter264,Calaspargase pegol,Moderate
DDInter937,Insulin human (regular),DDInter264,Calaspargase pegol,Moderate
DDInter939,Insulin human (zinc),DDInter264,Calaspargase pegol,Moderate
DDInter938,Insulin human (zinc extended),DDInter264,Calaspargase pegol,Moderate
DDInter942,"Interferon alfa-2a, Recombinant",DDInter264,Calaspargase pegol,Moderate
DDInter943,Interferon alfa-2b,DDInter264,Calaspargase pegol,Moderate
DDInter944,Interferon alfa-n1,DDInter264,Calaspargase pegol,Moderate
DDInter946,Interferon alfacon-1,DDInter264,Calaspargase pegol,Moderate
DDInter947,Interferon beta-1a,DDInter264,Calaspargase pegol,Moderate
DDInter948,Interferon beta-1b,DDInter264,Calaspargase pegol,Moderate
DDInter949,Interferon gamma-1b,DDInter264,Calaspargase pegol,Moderate
DDInter969,Ipilimumab,DDInter264,Calaspargase pegol,Moderate
DDInter986,Isoniazid,DDInter264,Calaspargase pegol,Moderate
DDInter995,Itraconazole,DDInter264,Calaspargase pegol,Moderate
DDInter997,Ivacaftor,DDInter264,Calaspargase pegol,Moderate
DDInter1006,Kava,DDInter264,Calaspargase pegol,Moderate
DDInter1008,Ketoconazole,DDInter264,Calaspargase pegol,Moderate
DDInter1009,Ketoprofen,DDInter264,Calaspargase pegol,Moderate
DDInter1013,Labetalol,DDInter264,Calaspargase pegol,Moderate
DDInter1024,Lapatinib,DDInter264,Calaspargase pegol,Moderate
DDInter1026,Larotrectinib,DDInter264,Calaspargase pegol,Moderate
DDInter1033,Leflunomide,DDInter264,Calaspargase pegol,Major
DDInter1035,Lenalidomide,DDInter264,Calaspargase pegol,Moderate
DDInter1036,Lenvatinib,DDInter264,Calaspargase pegol,Moderate
DDInter1055,Levofloxacin,DDInter264,Calaspargase pegol,Moderate
DDInter1070,Linagliptin,DDInter264,Calaspargase pegol,Moderate
DDInter1077,Liraglutide,DDInter264,Calaspargase pegol,Moderate
DDInter1079,Lisinopril,DDInter264,Calaspargase pegol,Moderate
DDInter1082,Lixisenatide,DDInter264,Calaspargase pegol,Moderate
DDInter1085,Lomitapide,DDInter264,Calaspargase pegol,Major
DDInter1086,Lomustine,DDInter264,Calaspargase pegol,Moderate
DDInter1098,Lovastatin,DDInter264,Calaspargase pegol,Moderate
DDInter1105,Lurbinectedin,DDInter264,Calaspargase pegol,Moderate
DDInter1111,Macitentan,DDInter264,Calaspargase pegol,Moderate
DDInter1125,Maraviroc,DDInter264,Calaspargase pegol,Moderate
DDInter1135,Meclofenamic acid,DDInter264,Calaspargase pegol,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter264,Calaspargase pegol,Moderate
DDInter1139,Mefenamic acid,DDInter264,Calaspargase pegol,Moderate
DDInter1143,Meloxicam,DDInter264,Calaspargase pegol,Moderate
DDInter1152,Mephenytoin,DDInter264,Calaspargase pegol,Moderate
DDInter1156,Mercaptopurine,DDInter264,Calaspargase pegol,Moderate
DDInter1163,Metaxalone,DDInter264,Calaspargase pegol,Moderate
DDInter1170,Methimazole,DDInter264,Calaspargase pegol,Moderate
DDInter1174,Methotrexate,DDInter264,Calaspargase pegol,Moderate
DDInter1185,Methyldopa,DDInter264,Calaspargase pegol,Moderate
DDInter1191,Methylprednisolone,DDInter264,Calaspargase pegol,Moderate
DDInter1193,Methyltestosterone,DDInter264,Calaspargase pegol,Moderate
DDInter1217,Miglitol,DDInter264,Calaspargase pegol,Moderate
DDInter1220,Milnacipran,DDInter264,Calaspargase pegol,Moderate
DDInter1224,Minocycline,DDInter264,Calaspargase pegol,Moderate
DDInter1228,Mipomersen,DDInter264,Calaspargase pegol,Major
DDInter1237,Moexipril,DDInter264,Calaspargase pegol,Moderate
DDInter1240,Monomethyl fumarate,DDInter264,Calaspargase pegol,Moderate
DDInter1247,Moxifloxacin,DDInter264,Calaspargase pegol,Moderate
DDInter1254,Nabumetone,DDInter264,Calaspargase pegol,Moderate
DDInter1263,Naltrexone,DDInter264,Calaspargase pegol,Moderate
DDInter1266,Naproxen,DDInter264,Calaspargase pegol,Moderate
DDInter1268,Natalizumab,DDInter264,Calaspargase pegol,Moderate
DDInter1269,Nateglinide,DDInter264,Calaspargase pegol,Moderate
DDInter1274,Nefazodone,DDInter264,Calaspargase pegol,Moderate
DDInter1285,Nevirapine,DDInter264,Calaspargase pegol,Moderate
DDInter1286,Niacin,DDInter264,Calaspargase pegol,Moderate
DDInter1289,Nicotinamide,DDInter264,Calaspargase pegol,Moderate
DDInter1293,Nilotinib,DDInter264,Calaspargase pegol,Moderate
DDInter1294,Nilutamide,DDInter264,Calaspargase pegol,Moderate
DDInter1296,Nintedanib,DDInter264,Calaspargase pegol,Moderate
DDInter1303,Nitrofurantoin,DDInter264,Calaspargase pegol,Moderate
DDInter1315,Norgestrel,DDInter264,Calaspargase pegol,Moderate
DDInter1348,Orlistat,DDInter264,Calaspargase pegol,Moderate
DDInter1355,Oxaliplatin,DDInter264,Calaspargase pegol,Moderate
DDInter1357,Oxandrolone,DDInter264,Calaspargase pegol,Moderate
DDInter1358,Oxaprozin,DDInter264,Calaspargase pegol,Moderate
DDInter1371,Oxymetholone,DDInter264,Calaspargase pegol,Moderate
DDInter1374,Oxytetracycline,DDInter264,Calaspargase pegol,Moderate
DDInter1376,Ozanimod,DDInter264,Calaspargase pegol,Moderate
DDInter1387,Panobinostat,DDInter264,Calaspargase pegol,Moderate
DDInter1398,Pasireotide,DDInter264,Calaspargase pegol,Moderate
DDInter1400,Pazopanib,DDInter264,Calaspargase pegol,Moderate
DDInter1407,Peginterferon alfa-2a,DDInter264,Calaspargase pegol,Moderate
DDInter1408,Peginterferon alfa-2b,DDInter264,Calaspargase pegol,Moderate
DDInter1409,Peginterferon beta-1a,DDInter264,Calaspargase pegol,Moderate
DDInter1416,Pemoline,DDInter264,Calaspargase pegol,Moderate
DDInter1431,Perindopril,DDInter264,Calaspargase pegol,Moderate
DDInter1435,Pexidartinib,DDInter264,Calaspargase pegol,Major
DDInter1451,Phenylbutazone,DDInter264,Calaspargase pegol,Moderate
DDInter1460,Phenytoin,DDInter264,Calaspargase pegol,Moderate
DDInter1477,Pirfenidone,DDInter264,Calaspargase pegol,Moderate
DDInter1478,Piroxicam,DDInter264,Calaspargase pegol,Moderate
DDInter1479,Pitavastatin,DDInter264,Calaspargase pegol,Moderate
DDInter1485,Polatuzumab vedotin,DDInter264,Calaspargase pegol,Moderate
DDInter1492,Ponatinib,DDInter264,Calaspargase pegol,Moderate
DDInter1494,Posaconazole,DDInter264,Calaspargase pegol,Moderate
DDInter1502,Pralatrexate,DDInter264,Calaspargase pegol,Moderate
DDInter264,Calaspargase pegol,DDInter1504,Pralsetinib,Moderate
DDInter1506,Pramlintide,DDInter264,Calaspargase pegol,Moderate
DDInter1508,Prasugrel,DDInter264,Calaspargase pegol,Moderate
DDInter1509,Pravastatin,DDInter264,Calaspargase pegol,Moderate
DDInter1513,Prednisolone,DDInter264,Calaspargase pegol,Moderate
DDInter1515,Prednisone,DDInter264,Calaspargase pegol,Moderate
DDInter1541,Propylthiouracil,DDInter264,Calaspargase pegol,Moderate
DDInter1547,Pyrazinamide,DDInter264,Calaspargase pegol,Moderate
DDInter1554,Quinapril,DDInter264,Calaspargase pegol,Moderate
DDInter1565,Ramipril,DDInter264,Calaspargase pegol,Moderate
DDInter1576,Regorafenib,DDInter264,Calaspargase pegol,Moderate
DDInter264,Calaspargase pegol,DDInter1578,Remdesivir,Moderate
DDInter1581,Repaglinide,DDInter264,Calaspargase pegol,Moderate
DDInter1590,Rifampicin,DDInter264,Calaspargase pegol,Moderate
DDInter1595,Rilpivirine,DDInter264,Calaspargase pegol,Moderate
DDInter1596,Riluzole,DDInter264,Calaspargase pegol,Moderate
DDInter1607,Ritonavir,DDInter264,Calaspargase pegol,Moderate
DDInter1609,Rivaroxaban,DDInter264,Calaspargase pegol,Moderate
DDInter1613,Rofecoxib,DDInter264,Calaspargase pegol,Moderate
DDInter1621,Rosiglitazone,DDInter264,Calaspargase pegol,Moderate
DDInter1622,Rosuvastatin,DDInter264,Calaspargase pegol,Moderate
DDInter1637,Salsalate,DDInter264,Calaspargase pegol,Moderate
DDInter1643,Sarilumab,DDInter264,Calaspargase pegol,Moderate
DDInter264,Calaspargase pegol,DDInter1644,Satralizumab,Moderate
DDInter1646,Saxagliptin,DDInter264,Calaspargase pegol,Moderate
DDInter264,Calaspargase pegol,DDInter1658,Selpercatinib,Moderate
DDInter1660,Semaglutide,DDInter264,Calaspargase pegol,Moderate
DDInter1675,Simvastatin,DDInter264,Calaspargase pegol,Moderate
DDInter1679,Sitagliptin,DDInter264,Calaspargase pegol,Moderate
DDInter1702,Sorafenib,DDInter264,Calaspargase pegol,Moderate
DDInter1709,Stanozolol,DDInter264,Calaspargase pegol,Moderate
DDInter1710,Stavudine,DDInter264,Calaspargase pegol,Moderate
DDInter1721,Sulfadiazine,DDInter264,Calaspargase pegol,Moderate
DDInter1722,Sulfadoxine,DDInter264,Calaspargase pegol,Moderate
DDInter1723,Sulfamethizole,DDInter264,Calaspargase pegol,Moderate
DDInter1724,Sulfamethoxazole,DDInter264,Calaspargase pegol,Moderate
DDInter1725,Sulfasalazine,DDInter264,Calaspargase pegol,Moderate
