DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1258,Naldemedine,DDInter612,Duvelisib,Moderate
DDInter1261,Naloxegol,DDInter612,Duvelisib,Major
DDInter1263,Naltrexone,DDInter612,Duvelisib,Moderate
DDInter1268,Natalizumab,DDInter612,Duvelisib,Major
DDInter1274,Nefazodone,DDInter612,Duvelisib,Major
DDInter1276,Nelfinavir,DDInter612,Duvelisib,Major
DDInter1281,Neratinib,DDInter612,Duvelisib,Major
DDInter1285,Nevirapine,DDInter612,Duvelisib,Moderate
DDInter1287,Nicardipine,DDInter612,Duvelisib,Moderate
DDInter1293,Nilotinib,DDInter612,Duvelisib,Moderate
DDInter1295,Nimodipine,DDInter612,Duvelisib,Moderate
DDInter1296,Nintedanib,DDInter612,Duvelisib,Moderate
DDInter1297,Niraparib,DDInter612,Duvelisib,Moderate
DDInter1298,Nisoldipine,DDInter612,Duvelisib,Moderate
DDInter1300,Nitisinone,DDInter612,Duvelisib,Moderate
DDInter1315,Norgestrel,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1321,Ocrelizumab,Moderate
DDInter1323,Octreotide,DDInter612,Duvelisib,Moderate
DDInter1327,Olaparib,DDInter612,Duvelisib,Major
DDInter612,Duvelisib,DDInter1329,Oliceridine,Major
DDInter1335,Omacetaxine mepesuccinate,DDInter612,Duvelisib,Moderate
DDInter1342,Ondansetron,DDInter612,Duvelisib,Moderate
DDInter1347,Oritavancin,DDInter612,Duvelisib,Moderate
DDInter1351,Osilodrostat,DDInter612,Duvelisib,Moderate
DDInter1352,Osimertinib,DDInter612,Duvelisib,Moderate
DDInter1360,Oxcarbazepine,DDInter612,Duvelisib,Moderate
DDInter1365,Oxybutynin,DDInter612,Duvelisib,Moderate
DDInter1366,Oxycodone,DDInter612,Duvelisib,Major
DDInter612,Duvelisib,DDInter1376,Ozanimod,Major
DDInter1378,Paclitaxel (protein-bound),DDInter612,Duvelisib,Moderate
DDInter1379,Palbociclib,DDInter612,Duvelisib,Moderate
DDInter1380,Palifermin,DDInter612,Duvelisib,Moderate
DDInter1387,Panobinostat,DDInter612,Duvelisib,Moderate
DDInter1388,Pantoprazole,DDInter612,Duvelisib,Moderate
DDInter1394,Paricalcitol,DDInter612,Duvelisib,Moderate
DDInter1398,Pasireotide,DDInter612,Duvelisib,Moderate
DDInter1400,Pazopanib,DDInter612,Duvelisib,Moderate
DDInter1405,Pegfilgrastim,DDInter612,Duvelisib,Moderate
DDInter1409,Peginterferon beta-1a,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1415,Pemigatinib,Major
DDInter1423,Pentobarbital,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1435,Pexidartinib,Major
DDInter1451,Phenylbutazone,DDInter612,Duvelisib,Moderate
DDInter1460,Phenytoin,DDInter612,Duvelisib,Major
DDInter1469,Pimecrolimus (topical),DDInter612,Duvelisib,Minor
DDInter1470,Pimozide,DDInter612,Duvelisib,Major
DDInter1480,Pitolisant,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1485,Polatuzumab vedotin,Moderate
DDInter1491,Pomalidomide,DDInter612,Duvelisib,Moderate
DDInter1492,Ponatinib,DDInter612,Duvelisib,Moderate
DDInter1494,Posaconazole,DDInter612,Duvelisib,Major
DDInter1510,Praziquantel,DDInter612,Duvelisib,Moderate
DDInter1513,Prednisolone,DDInter612,Duvelisib,Moderate
DDInter1515,Prednisone,DDInter612,Duvelisib,Moderate
DDInter1521,Primidone,DDInter612,Duvelisib,Major
DDInter1529,Progesterone,DDInter612,Duvelisib,Moderate
DDInter1530,Progesterone (topical),DDInter612,Duvelisib,Moderate
DDInter1553,Quetiapine,DDInter612,Duvelisib,Moderate
DDInter1555,Quinestrol,DDInter612,Duvelisib,Moderate
DDInter1556,Quinidine,DDInter612,Duvelisib,Moderate
DDInter1557,Quinine,DDInter612,Duvelisib,Moderate
DDInter1561,Radium Ra 223 dichloride,DDInter612,Duvelisib,Moderate
DDInter1564,Ramelteon,DDInter612,Duvelisib,Moderate
DDInter1570,Ranolazine,DDInter612,Duvelisib,Major
DDInter1576,Regorafenib,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1578,Remdesivir,Moderate
DDInter1581,Repaglinide,DDInter612,Duvelisib,Moderate
DDInter1584,Retapamulin (topical),DDInter612,Duvelisib,Minor
DDInter1588,Ribociclib,DDInter612,Duvelisib,Moderate
DDInter1589,Rifabutin,DDInter612,Duvelisib,Moderate
DDInter1590,Rifampicin,DDInter612,Duvelisib,Major
DDInter1592,Rifapentine,DDInter612,Duvelisib,Major
DDInter1594,Rilonacept,DDInter612,Duvelisib,Moderate
DDInter1595,Rilpivirine,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1598,Rimegepant,Moderate
DDInter612,Duvelisib,DDInter1601,Ripretinib,Moderate
DDInter1605,Risperidone,DDInter612,Duvelisib,Moderate
DDInter1607,Ritonavir,DDInter612,Duvelisib,Major
DDInter1609,Rivaroxaban,DDInter612,Duvelisib,Moderate
DDInter1614,Roflumilast,DDInter612,Duvelisib,Moderate
DDInter1616,Romidepsin,DDInter612,Duvelisib,Moderate
DDInter1620,Ropivacaine,DDInter612,Duvelisib,Minor
DDInter1623,Rotavirus vaccine,DDInter612,Duvelisib,Major
DDInter1625,Rubella virus vaccine,DDInter612,Duvelisib,Major
DDInter612,Duvelisib,DDInter1626,Rucaparib,Moderate
DDInter1627,Rufinamide,DDInter612,Duvelisib,Moderate
DDInter1628,Ruxolitinib,DDInter612,Duvelisib,Minor
DDInter1635,Salmeterol,DDInter612,Duvelisib,Moderate
DDInter1638,Samarium (153Sm) lexidronam,DDInter612,Duvelisib,Major
DDInter1640,Saquinavir,DDInter612,Duvelisib,Major
DDInter1642,Sargramostim,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter1650,Secobarbital,DDInter612,Duvelisib,Moderate
DDInter1656,Selexipag,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1658,Selpercatinib,Major
DDInter1662,Sertraline,DDInter612,Duvelisib,Moderate
DDInter1665,Sibutramine,DDInter612,Duvelisib,Minor
DDInter1666,Sildenafil,DDInter612,Duvelisib,Moderate
DDInter1667,Silodosin,DDInter612,Duvelisib,Moderate
DDInter1673,Simeprevir,DDInter612,Duvelisib,Major
DDInter1675,Simvastatin,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1676,Siponimod,Major
DDInter1677,Sipuleucel-T,DDInter612,Duvelisib,Moderate
DDInter1678,Sirolimus,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter1692,"Sodium phosphate, monobasic (p32)",DDInter612,Duvelisib,Moderate
DDInter1696,Solifenacin,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1698,Somapacitan,Moderate
DDInter1700,Somatrem,DDInter612,Duvelisib,Moderate
DDInter1699,Somatotropin,DDInter612,Duvelisib,Moderate
DDInter1701,Sonidegib,DDInter612,Duvelisib,Major
DDInter1708,St. John's Wort,DDInter612,Duvelisib,Major
DDInter1715,Strontium chloride Sr-89,DDInter612,Duvelisib,Moderate
DDInter1718,Sufentanil,DDInter612,Duvelisib,Moderate
DDInter1726,Sulfinpyrazone,DDInter612,Duvelisib,Moderate
DDInter1731,Sunitinib,DDInter612,Duvelisib,Moderate
DDInter1733,Suvorexant,DDInter612,Duvelisib,Major
DDInter1735,Tacrolimus,DDInter612,Duvelisib,Moderate
DDInter1736,Tadalafil,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1743,Talimogene laherparepvec,Major
DDInter1744,Tamoxifen,DDInter612,Duvelisib,Moderate
DDInter1747,Tasimelteon,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1750,Tazemetostat,Major
DDInter1755,Telaprevir,DDInter612,Duvelisib,Major
DDInter1758,Telithromycin,DDInter612,Duvelisib,Major
DDInter612,Duvelisib,DDInter1760,Telotristat ethyl,Moderate
DDInter1763,Temsirolimus,DDInter612,Duvelisib,Moderate
DDInter1765,Teniposide,DDInter612,Duvelisib,Moderate
DDInter1770,Terfenadine,DDInter612,Duvelisib,Moderate
DDInter1771,Teriflunomide,DDInter612,Duvelisib,Major
DDInter1776,Testosterone (topical),DDInter612,Duvelisib,Moderate
DDInter1814,Tioguanine,DDInter612,Duvelisib,Moderate
DDInter1801,Tiagabine,DDInter612,Duvelisib,Moderate
DDInter1802,Ticagrelor,DDInter612,Duvelisib,Moderate
DDInter1811,Tinidazole,DDInter612,Duvelisib,Moderate
DDInter1825,Tofacitinib,DDInter612,Duvelisib,Major
DDInter1832,Tolterodine,DDInter612,Duvelisib,Moderate
DDInter1833,Tolvaptan,DDInter612,Duvelisib,Moderate
DDInter1835,Topotecan,DDInter612,Duvelisib,Moderate
DDInter1837,Toremifene,DDInter612,Duvelisib,Moderate
DDInter1840,Trabectedin,DDInter612,Duvelisib,Moderate
DDInter1851,Trazodone,DDInter612,Duvelisib,Moderate
DDInter1853,Tretinoin,DDInter612,Duvelisib,Moderate
DDInter1860,Triazolam,DDInter612,Duvelisib,Moderate
DDInter1862,Trichophyton mentagrophytes,DDInter612,Duvelisib,Moderate
DDInter1881,Troglitazone,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1882,Troleandomycin,Major
DDInter1889,Tuberculin purified protein derivative,DDInter612,Duvelisib,Moderate
DDInter1891,Tucatinib,DDInter612,Duvelisib,Major
DDInter612,Duvelisib,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter612,Duvelisib,DDInter1894,Typhoid vaccine (live),Major
DDInter612,Duvelisib,DDInter1896,Ubrogepant,Moderate
DDInter1897,Ulipristal,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1901,Upadacitinib,Major
DDInter1907,Ustekinumab,DDInter612,Duvelisib,Moderate
DDInter1909,Valbenazine,DDInter612,Duvelisib,Moderate
DDInter1910,Valdecoxib,DDInter612,Duvelisib,Moderate
DDInter1912,Valganciclovir,DDInter612,Duvelisib,Moderate
DDInter1917,Vandetanib,DDInter612,Duvelisib,Moderate
DDInter1918,Vardenafil,DDInter612,Duvelisib,Moderate
DDInter612,Duvelisib,DDInter1920,Varicella Zoster Vaccine (Recombinant),Major
DDInter1925,Vemurafenib,DDInter612,Duvelisib,Moderate
DDInter1926,Venetoclax,DDInter612,Duvelisib,Major
DDInter1927,Venlafaxine,DDInter612,Duvelisib,Moderate
DDInter1935,Vilazodone,DDInter612,Duvelisib,Moderate
DDInter1936,Vinblastine,DDInter612,Duvelisib,Moderate
DDInter1937,Vincristine,DDInter612,Duvelisib,Moderate
DDInter1938,Vincristine (liposome),DDInter612,Duvelisib,Moderate
DDInter1939,Vinorelbine,DDInter612,Duvelisib,Moderate
DDInter1946,Voriconazole,DDInter612,Duvelisib,Major
DDInter612,Duvelisib,DDInter1949,Voxelotor,Moderate
DDInter1951,Warfarin,DDInter612,Duvelisib,Moderate
DDInter1953,Yellow Fever Vaccine,DDInter612,Duvelisib,Major
DDInter1955,Zafirlukast,DDInter612,Duvelisib,Moderate
DDInter1962,Zileuton,DDInter612,Duvelisib,Moderate
DDInter1967,Ziprasidone,DDInter612,Duvelisib,Minor
DDInter1970,Zolpidem,DDInter612,Duvelisib,Moderate
DDInter1971,Zonisamide,DDInter612,Duvelisib,Moderate
DDInter1224,Minocycline,DDInter98,Anisindione,Moderate
DDInter1224,Minocycline,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter1224,Minocycline,DDInter214,Bismuth subgallate,Moderate
DDInter1224,Minocycline,DDInter215,Bismuth subsalicylate,Moderate
DDInter1224,Minocycline,DDInter727,Ferrous sulfate anhydrous,Moderate
DDInter1224,Minocycline,DDInter918,Indium In-111 oxyquinoline,Moderate
DDInter1224,Minocycline,DDInter977,Iron protein succinylate,Moderate
DDInter1224,Minocycline,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter1224,Minocycline,DDInter1081,Lithium carbonate,Minor
DDInter1224,Minocycline,DDInter1117,Magnesium glycinate,Moderate
DDInter1251,Mycophenolate mofetil,DDInter1224,Minocycline,Moderate
DDInter1224,Minocycline,DDInter1435,Pexidartinib,Major
DDInter1224,Minocycline,DDInter1578,Remdesivir,Moderate
DDInter1224,Minocycline,DDInter1894,Typhoid vaccine (live),Major
DDInter993,Isradipine,DDInter193,Berotralstat,Moderate
DDInter993,Isradipine,DDInter215,Bismuth subsalicylate,Moderate
DDInter993,Isradipine,DDInter277,Calcium glycerophosphate,Moderate
DDInter993,Isradipine,DDInter562,Dimenhydrinate,Moderate
DDInter993,Isradipine,DDInter614,Echinacea,Moderate
DDInter993,Isradipine,DDInter619,Edetate calcium disodium anhydrous,Moderate
DDInter993,Isradipine,DDInter661,Erdafitinib,Moderate
DDInter993,Isradipine,DDInter778,Fosaprepitant,Moderate
DDInter993,Isradipine,DDInter808,Garlic,Minor
DDInter993,Isradipine,DDInter980,Isavuconazonium,Moderate
DDInter993,Isradipine,DDInter1027,Lasmiditan,Moderate
DDInter993,Isradipine,DDInter1048,Levobetaxolol (ophthalmic),Moderate
DDInter993,Isradipine,DDInter1065,Licorice,Moderate
DDInter993,Isradipine,DDInter1081,Lithium carbonate,Moderate
DDInter993,Isradipine,DDInter1087,Lonafarnib,Moderate
DDInter993,Isradipine,DDInter1102,Lumateperone,Moderate
DDInter993,Isradipine,DDInter1198,Metocurine,Moderate
DDInter993,Isradipine,DDInter1329,Oliceridine,Moderate
DDInter993,Isradipine,DDInter1571,Rapacuronium,Moderate
DDInter993,Isradipine,DDInter1644,Satralizumab,Moderate
DDInter993,Isradipine,DDInter1658,Selpercatinib,Moderate
DDInter993,Isradipine,DDInter1698,Somapacitan,Moderate
DDInter993,Isradipine,DDInter1750,Tazemetostat,Moderate
DDInter993,Isradipine,DDInter1760,Telotristat ethyl,Moderate
DDInter993,Isradipine,DDInter1786,Tetrofosmin,Moderate
DDInter993,Isradipine,DDInter1891,Tucatinib,Moderate
DDInter993,Isradipine,DDInter1949,Voxelotor,Moderate
DDInter993,Isradipine,DDInter1962,Zileuton,Minor
DDInter982,Isoetharine,DDInter613,Dyphylline,Moderate
DDInter613,Dyphylline,DDInter1063,Levosalbutamol,Moderate
DDInter613,Dyphylline,DDInter1048,Levobetaxolol (ophthalmic),Major
DDInter613,Dyphylline,DDInter1198,Metocurine,Moderate
DDInter613,Dyphylline,DDInter1571,Rapacuronium,Moderate
DDInter615,Echothiophate (ophthalmic),DDInter175,Belladonna,Moderate
DDInter562,Dimenhydrinate,DDInter615,Echothiophate (ophthalmic),Moderate
DDInter615,Echothiophate (ophthalmic),DDInter1027,Lasmiditan,Moderate
DDInter615,Echothiophate (ophthalmic),DDInter1102,Lumateperone,Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter146,Axicabtagene ciloleucel,Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter232,Brexucabtagene autoleucel,Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter1847,Trastuzumab deruxtecan,Moderate
DDInter949,Interferon gamma-1b,DDInter352,Chloramphenicol (ophthalmic),Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter979,Isatuximab,Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter1105,Lurbinectedin,Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter1108,Lutetium Lu 177 dotatate,Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter1270,Naxitamab,Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter1644,Satralizumab,Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter1738,Tafasitamab,Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter1819,Tisagenlecleucel,Moderate
DDInter871,Human immunoglobulin G (intramuscular),DDInter618,Eculizumab,Minor
DDInter872,Human immunoglobulin G (intravenous and subcutaneous),DDInter618,Eculizumab,Minor
DDInter192,Bepridil,DDInter619,Edetate calcium disodium anhydrous,Moderate
DDInter716,Felodipine,DDInter619,Edetate calcium disodium anhydrous,Moderate
DDInter619,Edetate calcium disodium anhydrous,DDInter926,Inotersen,Major
DDInter957,Iodipamide,DDInter619,Edetate calcium disodium anhydrous,Major
DDInter958,Iodixanol,DDInter619,Edetate calcium disodium anhydrous,Major
DDInter960,Iohexol,DDInter619,Edetate calcium disodium anhydrous,Major
DDInter961,Iopamidol,DDInter619,Edetate calcium disodium anhydrous,Major
DDInter964,Iopromide,DDInter619,Edetate calcium disodium anhydrous,Major
DDInter966,Ioversol,DDInter619,Edetate calcium disodium anhydrous,Major
DDInter967,Ioxilan,DDInter619,Edetate calcium disodium anhydrous,Major
DDInter1045,Levamlodipine,DDInter619,Edetate calcium disodium anhydrous,Moderate
DDInter1287,Nicardipine,DDInter619,Edetate calcium disodium anhydrous,Moderate
DDInter1295,Nimodipine,DDInter619,Edetate calcium disodium anhydrous,Moderate
DDInter1298,Nisoldipine,DDInter619,Edetate calcium disodium anhydrous,Moderate
DDInter619,Edetate calcium disodium anhydrous,DDInter1578,Remdesivir,Moderate
DDInter98,Anisindione,DDInter621,Edoxaban,Major
DDInter115,Ardeparin,DDInter621,Edoxaban,Major
DDInter215,Bismuth subsalicylate,DDInter621,Edoxaban,Moderate
DDInter621,Edoxaban,DDInter291,Capsicum,Minor
DDInter621,Edoxaban,DDInter347,Chamomile,Minor
DDInter621,Edoxaban,DDInter417,Clove,Minor
DDInter621,Edoxaban,DDInter661,Erdafitinib,Moderate
DDInter621,Edoxaban,DDInter808,Garlic,Moderate
DDInter820,Ginseng,DDInter621,Edoxaban,Moderate
DDInter903,Icosapent,DDInter621,Edoxaban,Moderate
DDInter980,Isavuconazonium,DDInter621,Edoxaban,Moderate
DDInter621,Edoxaban,DDInter1027,Lasmiditan,Major
DDInter1059,Levomilnacipran,DDInter621,Edoxaban,Moderate
DDInter1087,Lonafarnib,DDInter621,Edoxaban,Moderate
DDInter621,Edoxaban,DDInter1659,Selumetinib,Moderate
DDInter621,Edoxaban,DDInter1750,Tazemetostat,Major
DDInter621,Edoxaban,DDInter1891,Tucatinib,Major
DDInter621,Edoxaban,DDInter1892,Turmeric,Minor
DDInter1943,Vitamin E,DDInter621,Edoxaban,Moderate
DDInter621,Edoxaban,DDInter1959,Zanubrutinib,Major
DDInter670,Erythromycin,DDInter98,Anisindione,Major
DDInter670,Erythromycin,DDInter193,Berotralstat,Major
DDInter670,Erythromycin,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter670,Erythromycin,DDInter787,Frangula purshiana bark,Moderate
DDInter670,Erythromycin,DDInter614,Echinacea,Moderate
DDInter670,Erythromycin,DDInter642,Enfortumab vedotin,Moderate
DDInter670,Erythromycin,DDInter661,Erdafitinib,Moderate
DDInter670,Erythromycin,DDInter678,Esterified estrogens,Moderate
DDInter670,Erythromycin,DDInter683,Estrone sulfate,Moderate
DDInter670,Erythromycin,DDInter684,Estrone sulfate (topical),Moderate
DDInter670,Erythromycin,DDInter778,Fosaprepitant,Moderate
DDInter670,Erythromycin,DDInter786,Fostemsavir,Moderate
DDInter670,Erythromycin,DDInter918,Indium In-111 oxyquinoline,Moderate
DDInter670,Erythromycin,DDInter980,Isavuconazonium,Moderate
DDInter670,Erythromycin,DDInter982,Isoetharine,Moderate
DDInter670,Erythromycin,DDInter994,Istradefylline,Moderate
DDInter670,Erythromycin,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter670,Erythromycin,DDInter1027,Lasmiditan,Moderate
DDInter670,Erythromycin,DDInter1034,Lemborexant,Major
DDInter670,Erythromycin,DDInter1063,Levosalbutamol,Moderate
DDInter670,Erythromycin,DDInter1045,Levamlodipine,Moderate
DDInter670,Erythromycin,DDInter1081,Lithium carbonate,Moderate
DDInter670,Erythromycin,DDInter1087,Lonafarnib,Major
DDInter670,Erythromycin,DDInter1102,Lumateperone,Major
DDInter670,Erythromycin,DDInter1105,Lurbinectedin,Major
DDInter670,Erythromycin,DDInter1251,Mycophenolate mofetil,Moderate
DDInter670,Erythromycin,DDInter1329,Oliceridine,Major
DDInter670,Erythromycin,DDInter1415,Pemigatinib,Major
DDInter670,Erythromycin,DDInter1429,Perflutren,Moderate
DDInter670,Erythromycin,DDInter1435,Pexidartinib,Major
DDInter670,Erythromycin,DDInter1485,Polatuzumab vedotin,Moderate
DDInter670,Erythromycin,DDInter1504,Pralsetinib,Moderate
DDInter670,Erythromycin,DDInter1555,Quinestrol,Moderate
DDInter670,Erythromycin,DDInter1577,Relugolix,Major
DDInter670,Erythromycin,DDInter1578,Remdesivir,Moderate
DDInter670,Erythromycin,DDInter1598,Rimegepant,Moderate
DDInter670,Erythromycin,DDInter1601,Ripretinib,Moderate
DDInter670,Erythromycin,DDInter1658,Selpercatinib,Major
DDInter670,Erythromycin,DDInter1659,Selumetinib,Major
DDInter670,Erythromycin,DDInter1698,Somapacitan,Moderate
DDInter670,Erythromycin,DDInter1750,Tazemetostat,Major
DDInter670,Erythromycin,DDInter1760,Telotristat ethyl,Moderate
DDInter670,Erythromycin,DDInter1891,Tucatinib,Major
DDInter670,Erythromycin,DDInter1894,Typhoid vaccine (live),Major
DDInter670,Erythromycin,DDInter1896,Ubrogepant,Moderate
DDInter1921,Vasopressin,DDInter670,Erythromycin,Moderate
DDInter670,Erythromycin,DDInter1949,Voxelotor,Moderate
DDInter670,Erythromycin,DDInter1959,Zanubrutinib,Major
DDInter624,Efavirenz,DDInter193,Berotralstat,Moderate
DDInter624,Efavirenz,DDInter787,Frangula purshiana bark,Moderate
DDInter624,Efavirenz,DDInter614,Echinacea,Moderate
DDInter624,Efavirenz,DDInter661,Erdafitinib,Major
DDInter624,Efavirenz,DDInter678,Esterified estrogens,Moderate
DDInter624,Efavirenz,DDInter683,Estrone sulfate,Moderate
DDInter624,Efavirenz,DDInter821,Givosiran,Moderate
DDInter949,Interferon gamma-1b,DDInter624,Efavirenz,Moderate
DDInter624,Efavirenz,DDInter980,Isavuconazonium,Moderate
DDInter982,Isoetharine,DDInter624,Efavirenz,Moderate
DDInter624,Efavirenz,DDInter994,Istradefylline,Moderate
DDInter624,Efavirenz,DDInter1006,Kava,Moderate
DDInter624,Efavirenz,DDInter1034,Lemborexant,Moderate
DDInter624,Efavirenz,DDInter1063,Levosalbutamol,Moderate
DDInter624,Efavirenz,DDInter1045,Levamlodipine,Moderate
DDInter624,Efavirenz,DDInter1081,Lithium carbonate,Major
DDInter624,Efavirenz,DDInter1087,Lonafarnib,Major
DDInter624,Efavirenz,DDInter1102,Lumateperone,Major
DDInter624,Efavirenz,DDInter1105,Lurbinectedin,Major
DDInter624,Efavirenz,DDInter1108,Lutetium Lu 177 dotatate,Moderate
DDInter624,Efavirenz,DDInter1163,Metaxalone,Moderate
DDInter624,Efavirenz,DDInter1185,Methyldopa,Moderate
DDInter624,Efavirenz,DDInter1240,Monomethyl fumarate,Moderate
DDInter624,Efavirenz,DDInter1329,Oliceridine,Major
DDInter624,Efavirenz,DDInter1341,Onasemnogene abeparvovec,Moderate
DDInter624,Efavirenz,DDInter1415,Pemigatinib,Major
DDInter1429,Perflutren,DDInter624,Efavirenz,Major
DDInter624,Efavirenz,DDInter1435,Pexidartinib,Major
DDInter624,Efavirenz,DDInter1485,Polatuzumab vedotin,Moderate
DDInter624,Efavirenz,DDInter1504,Pralsetinib,Moderate
DDInter624,Efavirenz,DDInter1517,Pretomanid,Major
DDInter624,Efavirenz,DDInter1555,Quinestrol,Moderate
DDInter624,Efavirenz,DDInter1577,Relugolix,Major
DDInter624,Efavirenz,DDInter1578,Remdesivir,Moderate
DDInter624,Efavirenz,DDInter1598,Rimegepant,Major
DDInter624,Efavirenz,DDInter1601,Ripretinib,Moderate
DDInter624,Efavirenz,DDInter1644,Satralizumab,Moderate
DDInter624,Efavirenz,DDInter1658,Selpercatinib,Major
DDInter624,Efavirenz,DDInter1659,Selumetinib,Major
DDInter624,Efavirenz,DDInter1698,Somapacitan,Moderate
DDInter624,Efavirenz,DDInter1750,Tazemetostat,Major
DDInter624,Efavirenz,DDInter1760,Telotristat ethyl,Moderate
DDInter624,Efavirenz,DDInter1891,Tucatinib,Moderate
DDInter624,Efavirenz,DDInter1896,Ubrogepant,Moderate
DDInter1921,Vasopressin,DDInter624,Efavirenz,Major
DDInter624,Efavirenz,DDInter1949,Voxelotor,Major
DDInter624,Efavirenz,DDInter1959,Zanubrutinib,Major
DDInter624,Efavirenz,DDInter1962,Zileuton,Moderate
DDInter625,Elagolix,DDInter193,Berotralstat,Major
DDInter678,Esterified estrogens,DDInter625,Elagolix,Moderate
DDInter683,Estrone sulfate,DDInter625,Elagolix,Moderate
DDInter684,Estrone sulfate (topical),DDInter625,Elagolix,Moderate
DDInter980,Isavuconazonium,DDInter625,Elagolix,Moderate
DDInter1034,Lemborexant,DDInter625,Elagolix,Moderate
DDInter1087,Lonafarnib,DDInter625,Elagolix,Major
DDInter1102,Lumateperone,DDInter625,Elagolix,Major
DDInter625,Elagolix,DDInter1329,Oliceridine,Major
DDInter625,Elagolix,DDInter1415,Pemigatinib,Moderate
DDInter625,Elagolix,DDInter1435,Pexidartinib,Major
DDInter1555,Quinestrol,DDInter625,Elagolix,Moderate
DDInter1577,Relugolix,DDInter625,Elagolix,Major
DDInter625,Elagolix,DDInter1578,Remdesivir,Moderate
DDInter625,Elagolix,DDInter1601,Ripretinib,Moderate
DDInter625,Elagolix,DDInter1658,Selpercatinib,Moderate
DDInter1659,Selumetinib,DDInter625,Elagolix,Moderate
DDInter625,Elagolix,DDInter1698,Somapacitan,Moderate
DDInter625,Elagolix,DDInter1750,Tazemetostat,Major
DDInter625,Elagolix,DDInter1760,Telotristat ethyl,Moderate
DDInter1891,Tucatinib,DDInter625,Elagolix,Moderate
DDInter625,Elagolix,DDInter1896,Ubrogepant,Moderate
DDInter625,Elagolix,DDInter1959,Zanubrutinib,Moderate
DDInter98,Anisindione,DDInter626,Elbasvir,Moderate
DDInter626,Elbasvir,DDInter193,Berotralstat,Major
DDInter338,Cenobamate,DDInter841,Grazoprevir,Major
DDInter778,Fosaprepitant,DDInter841,Grazoprevir,Moderate
DDInter841,Grazoprevir,DDInter786,Fostemsavir,Major
DDInter841,Grazoprevir,DDInter836,Goldenseal,Moderate
DDInter980,Isavuconazonium,DDInter841,Grazoprevir,Moderate
DDInter841,Grazoprevir,DDInter1034,Lemborexant,Moderate
DDInter841,Grazoprevir,DDInter1435,Pexidartinib,Major
DDInter626,Elbasvir,DDInter1598,Rimegepant,Moderate
DDInter626,Elbasvir,DDInter1698,Somapacitan,Moderate
DDInter841,Grazoprevir,DDInter1891,Tucatinib,Major
DDInter626,Elbasvir,DDInter1896,Ubrogepant,Moderate
DDInter841,Grazoprevir,DDInter1949,Voxelotor,Moderate
DDInter1046,Levetiracetam,DDInter1006,Kava,Moderate
DDInter1046,Levetiracetam,DDInter1027,Lasmiditan,Moderate
DDInter1046,Levetiracetam,DDInter1034,Lemborexant,Moderate
DDInter1046,Levetiracetam,DDInter1059,Levomilnacipran,Moderate
DDInter1062,Levorphanol,DDInter1046,Levetiracetam,Moderate
DDInter1046,Levetiracetam,DDInter1081,Lithium carbonate,Moderate
DDInter1046,Levetiracetam,DDInter1102,Lumateperone,Moderate
DDInter1163,Metaxalone,DDInter1046,Levetiracetam,Moderate
DDInter1046,Levetiracetam,DDInter1329,Oliceridine,Moderate
DDInter1372,Oxymorphone,DDInter1046,Levetiracetam,Moderate
DDInter627,Eletriptan,DDInter193,Berotralstat,Moderate
DDInter627,Eletriptan,DDInter614,Echinacea,Moderate
